checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default
< 0 DM,24,All paid this bank,Car (used),3632,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,Guarantor,4,Car or other,22,Bank,Rent,1,Skilled employee,1,No,No,0
No checking account,18,Delay in past,Furniture/Equipment,1808,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,1,Real estate,22,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,48,No credits / All paid,Business,12204,Unknown / No savings,1 - 4 years,2,Male : Single,None,2,Car or other,48,Bank,Own,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,60,Delay in past,Radio/TV,9157,Unknown / No savings,1 - 4 years,2,Male : Single,None,2,Unknown / No property,27,None,Free,1,Management / Highly qualified,1,No,Yes,0
< 0 DM,6,Critical account,Car (new),3676,< 100 DM,1 - 4 years,1,Male : Single,None,3,Real estate,37,None,Rent,3,Skilled employee,2,No,Yes,0
0 - 200 DM,30,Existing paid,Furniture/Equipment,3441,100 - 500 DM,1 - 4 years,2,Female : Divorced/Separated/Married,Co-applicant,4,Car or other,21,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,12,Existing paid,Car (new),640,< 100 DM,1 - 4 years,4,Male : Divorced/Separated,None,2,Real estate,49,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,21,Critical account,Business,3652,< 100 DM,4 - 7 years,2,Male : Single,None,3,Building society savings / Life insurance,27,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,18,Critical account,Car (new),1530,< 100 DM,1 - 4 years,3,Male : Single,None,2,Building society savings / Life insurance,32,Bank,Own,2,Skilled employee,1,No,Yes,1
No checking account,48,Existing paid,Business,3914,Unknown / No savings,1 - 4 years,4,Male : Divorced/Separated,None,2,Real estate,38,Bank,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,12,Existing paid,Furniture/Equipment,1858,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,1,Car or other,22,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,2600,< 100 DM,1 - 4 years,4,Male : Single,None,4,Unknown / No property,65,None,Free,2,Skilled employee,1,No,Yes,1
No checking account,15,Existing paid,Radio/TV,1979,Unknown / No savings,>= 7 years,4,Male : Single,None,2,Car or other,35,None,Own,1,Skilled employee,1,No,Yes,0
>= 200 DM,6,Existing paid,Furniture/Equipment,2116,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,41,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,9,All paid this bank,Car (new),1437,100 - 500 DM,4 - 7 years,2,Male : Single,None,3,Unknown / No property,29,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,42,Critical account,Furniture/Equipment,4042,500 - 1000 DM,1 - 4 years,4,Male : Single,None,4,Real estate,36,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,9,Existing paid,Education,3832,Unknown / No savings,>= 7 years,1,Male : Single,None,4,Real estate,64,None,Own,1,Unskilled - resident,1,No,Yes,0
< 0 DM,24,Existing paid,Radio/TV,3660,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,4,Car or other,28,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,18,All paid this bank,Furniture/Equipment,1553,< 100 DM,1 - 4 years,4,Male : Single,None,3,Car or other,44,Bank,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,15,Existing paid,Radio/TV,1444,Unknown / No savings,< 1 year,4,Male : Single,None,1,Building society savings / Life insurance,23,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,9,Existing paid,Furniture/Equipment,1980,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,Co-applicant,2,Car or other,19,None,Rent,2,Skilled employee,1,No,Yes,1
0 - 200 DM,24,Existing paid,Car (new),1355,< 100 DM,< 1 year,3,Female : Divorced/Separated/Married,None,4,Car or other,25,None,Own,1,Unskilled - resident,1,Yes,Yes,1
No checking account,12,Existing paid,Education,1393,< 100 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,47,Bank,Own,3,Skilled employee,2,Yes,Yes,0
No checking account,24,Existing paid,Radio/TV,1376,500 - 1000 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,1,Car or other,28,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,60,Delay in past,Radio/TV,15653,< 100 DM,4 - 7 years,2,Male : Single,None,4,Car or other,21,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,12,Existing paid,Radio/TV,1493,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,3,Car or other,34,None,Own,1,Skilled employee,2,No,Yes,0
< 0 DM,42,Delay in past,Radio/TV,4370,< 100 DM,4 - 7 years,3,Male : Single,None,2,Building society savings / Life insurance,26,Bank,Own,2,Skilled employee,2,Yes,Yes,1
< 0 DM,18,Existing paid,Education,750,< 100 DM,Unemployed,4,Female : Divorced/Separated/Married,None,1,Real estate,27,None,Own,1,Unemployed / Unskilled - non-resident,1,No,Yes,1
0 - 200 DM,15,Existing paid,Repairs,1308,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,38,None,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,15,Existing paid,Education,4623,100 - 500 DM,1 - 4 years,3,Male : Single,None,2,Building society savings / Life insurance,40,None,Own,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,24,Critical account,Radio/TV,1851,< 100 DM,4 - 7 years,4,Male : Married/Widowed,Guarantor,2,Car or other,33,None,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,18,Critical account,Radio/TV,1880,< 100 DM,4 - 7 years,4,Male : Married/Widowed,None,1,Building society savings / Life insurance,32,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
No checking account,36,Delay in past,Business,7980,Unknown / No savings,< 1 year,4,Male : Single,None,4,Car or other,27,None,Rent,2,Skilled employee,1,Yes,Yes,1
< 0 DM,30,No credits / All paid,Furniture/Equipment,4583,< 100 DM,1 - 4 years,2,Male : Divorced/Separated,Guarantor,2,Real estate,32,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,12,Existing paid,Car (new),1386,500 - 1000 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,26,None,Own,1,Skilled employee,1,No,Yes,1
>= 200 DM,24,Existing paid,Car (new),947,< 100 DM,4 - 7 years,4,Male : Single,None,3,Unknown / No property,38,Bank,Free,1,Skilled employee,2,No,Yes,1
< 0 DM,12,Existing paid,Education,684,< 100 DM,1 - 4 years,4,Male : Single,None,4,Car or other,40,None,Rent,1,Unskilled - resident,2,No,Yes,1
< 0 DM,48,Existing paid,Education,7476,< 100 DM,4 - 7 years,4,Male : Single,None,1,Unknown / No property,50,None,Free,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,12,Existing paid,Furniture/Equipment,1922,< 100 DM,1 - 4 years,4,Male : Single,None,2,Building society savings / Life insurance,37,None,Own,1,Unskilled - resident,1,No,Yes,1
< 0 DM,24,Existing paid,Car (new),2303,< 100 DM,>= 7 years,4,Male : Single,Co-applicant,1,Real estate,45,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,36,Delay in past,Car (new),8086,100 - 500 DM,>= 7 years,2,Male : Single,None,4,Car or other,42,None,Own,4,Management / Highly qualified,1,Yes,Yes,1
No checking account,24,Critical account,Car (used),2346,< 100 DM,4 - 7 years,4,Male : Single,None,3,Car or other,35,None,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,14,Existing paid,Car (new),3973,< 100 DM,Unemployed,1,Male : Single,None,4,Unknown / No property,22,None,Free,1,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Car (new),888,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,41,Bank,Own,1,Unskilled - resident,2,No,Yes,1
No checking account,48,Existing paid,Radio/TV,10222,Unknown / No savings,4 - 7 years,4,Male : Single,None,3,Car or other,37,Stores,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,30,No credits / All paid,Business,4221,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,1,Car or other,28,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,18,Critical account,Furniture/Equipment,6361,< 100 DM,>= 7 years,2,Male : Single,None,1,Unknown / No property,41,None,Own,1,Skilled employee,1,Yes,Yes,0
>= 200 DM,12,Existing paid,Radio/TV,1297,< 100 DM,1 - 4 years,3,Male : Married/Widowed,None,4,Real estate,23,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Existing paid,Car (new),900,Unknown / No savings,1 - 4 years,4,Male : Married/Widowed,None,2,Car or other,23,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,21,Existing paid,Furniture/Equipment,2241,< 100 DM,>= 7 years,4,Male : Single,None,2,Real estate,50,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,6,Delay in past,Furniture/Equipment,1050,< 100 DM,Unemployed,4,Male : Single,None,1,Building society savings / Life insurance,35,Stores,Own,2,Management / Highly qualified,1,Yes,Yes,0
>= 200 DM,6,Critical account,Education,1047,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,50,None,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,24,Critical account,Others,6314,< 100 DM,Unemployed,4,Male : Single,Co-applicant,2,Unknown / No property,27,Bank,Own,2,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,30,All paid this bank,Furniture/Equipment,3496,>= 1000 DM,1 - 4 years,4,Male : Single,None,2,Car or other,34,Stores,Own,1,Skilled employee,2,Yes,Yes,0
No checking account,48,All paid this bank,Business,3609,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,1,Real estate,27,Stores,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Critical account,Car (new),4843,< 100 DM,>= 7 years,3,Male : Single,Co-applicant,4,Building society savings / Life insurance,43,None,Rent,2,Skilled employee,1,Yes,Yes,1
>= 200 DM,30,Critical account,Radio/TV,3017,< 100 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,47,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,24,Critical account,Business,4139,100 - 500 DM,1 - 4 years,3,Male : Single,None,3,Building society savings / Life insurance,27,None,Own,2,Unskilled - resident,1,Yes,Yes,0
No checking account,36,Existing paid,Business,5742,100 - 500 DM,4 - 7 years,2,Male : Single,None,2,Car or other,31,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,60,Existing paid,Car (new),10366,< 100 DM,>= 7 years,2,Male : Single,None,4,Building society savings / Life insurance,42,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,6,Critical account,Car (new),2080,500 - 1000 DM,1 - 4 years,1,Male : Married/Widowed,None,2,Car or other,24,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,21,Delay in past,Business,2580,500 - 1000 DM,< 1 year,4,Male : Single,None,2,Real estate,41,Bank,Own,1,Unskilled - resident,2,No,Yes,1
No checking account,30,Critical account,Radio/TV,4530,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Car or other,26,None,Rent,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,24,Critical account,Furniture/Equipment,5150,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,33,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,72,Existing paid,Radio/TV,5595,100 - 500 DM,1 - 4 years,2,Male : Married/Widowed,None,2,Car or other,24,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,24,Existing paid,Radio/TV,2384,< 100 DM,>= 7 years,4,Male : Single,None,4,Real estate,64,Bank,Rent,1,Unskilled - resident,1,No,Yes,0
No checking account,18,Existing paid,Radio/TV,1453,< 100 DM,< 1 year,3,Female : Divorced/Separated/Married,None,1,Real estate,26,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,6,Existing paid,Education,1538,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,2,Unknown / No property,56,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,12,Existing paid,Radio/TV,2279,Unknown / No savings,1 - 4 years,4,Male : Single,None,4,Unknown / No property,37,None,Free,1,Skilled employee,1,Yes,Yes,0
No checking account,15,Delay in past,Radio/TV,1478,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,3,Real estate,33,Bank,Own,2,Skilled employee,1,No,Yes,0
No checking account,24,Critical account,Radio/TV,5103,< 100 DM,< 1 year,3,Male : Married/Widowed,None,3,Unknown / No property,47,None,Free,3,Skilled employee,1,Yes,Yes,0
0 - 200 DM,36,Delay in past,Business,9857,100 - 500 DM,4 - 7 years,1,Male : Single,None,3,Building society savings / Life insurance,31,None,Own,2,Unskilled - resident,2,Yes,Yes,0
No checking account,60,Existing paid,Car (new),6527,Unknown / No savings,1 - 4 years,4,Male : Single,None,4,Unknown / No property,34,None,Free,1,Skilled employee,2,Yes,Yes,0
>= 200 DM,10,Critical account,Radio/TV,1347,Unknown / No savings,4 - 7 years,4,Male : Single,None,2,Building society savings / Life insurance,27,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,36,Delay in past,Car (new),2862,100 - 500 DM,>= 7 years,4,Male : Single,None,3,Unknown / No property,30,None,Free,1,Skilled employee,1,No,Yes,0
No checking account,9,Existing paid,Radio/TV,2753,100 - 500 DM,>= 7 years,3,Male : Single,Co-applicant,4,Car or other,35,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,12,Existing paid,Car (new),3651,>= 1000 DM,1 - 4 years,1,Male : Single,None,3,Building society savings / Life insurance,31,None,Own,1,Skilled employee,2,No,Yes,0
< 0 DM,15,Critical account,Furniture/Equipment,975,< 100 DM,1 - 4 years,2,Male : Divorced/Separated,None,3,Building society savings / Life insurance,25,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,15,Existing paid,Repairs,2631,100 - 500 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Real estate,25,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,24,Existing paid,Radio/TV,2896,100 - 500 DM,< 1 year,2,Male : Single,None,1,Car or other,29,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,6,Critical account,Car (new),4716,Unknown / No savings,< 1 year,1,Male : Single,None,3,Real estate,44,None,Own,2,Unskilled - resident,2,No,Yes,0
No checking account,24,Existing paid,Radio/TV,2284,< 100 DM,4 - 7 years,4,Male : Single,None,2,Car or other,28,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,6,Existing paid,Car (used),1236,500 - 1000 DM,1 - 4 years,2,Male : Single,None,4,Building society savings / Life insurance,50,None,Rent,1,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Radio/TV,1103,< 100 DM,4 - 7 years,4,Male : Single,Guarantor,3,Real estate,29,None,Own,2,Skilled employee,1,No,No,0
No checking account,12,Critical account,Car (new),926,< 100 DM,Unemployed,1,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,38,None,Own,1,Unemployed / Unskilled - non-resident,1,No,Yes,0
No checking account,18,Critical account,Radio/TV,1800,< 100 DM,1 - 4 years,4,Male : Single,None,2,Car or other,24,None,Own,2,Skilled employee,1,No,Yes,0
>= 200 DM,15,Existing paid,Education,1905,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,40,None,Rent,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,12,Existing paid,Furniture/Equipment,1123,500 - 1000 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,29,None,Rent,1,Unskilled - resident,1,No,Yes,1
< 0 DM,48,Critical account,Car (used),6331,< 100 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,46,None,Free,2,Skilled employee,1,Yes,Yes,1
>= 200 DM,24,Existing paid,Radio/TV,1377,100 - 500 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,2,Unknown / No property,47,None,Free,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,30,Delay in past,Business,2503,100 - 500 DM,>= 7 years,4,Male : Single,None,2,Building society savings / Life insurance,41,Stores,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,27,Existing paid,Business,2528,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,32,None,Own,1,Skilled employee,2,Yes,Yes,0
No checking account,15,Existing paid,Car (new),5324,500 - 1000 DM,>= 7 years,1,Female : Divorced/Separated/Married,None,4,Unknown / No property,35,None,Free,1,Skilled employee,1,No,Yes,0
0 - 200 DM,48,Existing paid,Car (new),6560,100 - 500 DM,4 - 7 years,3,Male : Single,None,2,Building society savings / Life insurance,24,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,12,No credits / All paid,Furniture/Equipment,2969,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,25,None,Rent,2,Skilled employee,1,No,Yes,1
0 - 200 DM,9,Existing paid,Radio/TV,1206,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Real estate,25,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,9,Existing paid,Radio/TV,2118,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,37,None,Own,1,Unskilled - resident,2,No,Yes,0
No checking account,18,Critical account,Radio/TV,629,500 - 1000 DM,>= 7 years,4,Male : Single,None,3,Building society savings / Life insurance,32,Bank,Own,2,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,6,All paid this bank,Education,1198,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Unknown / No property,35,None,Free,1,Skilled employee,1,No,Yes,1
No checking account,21,Existing paid,Car (used),2476,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Real estate,46,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,9,Critical account,Radio/TV,1138,< 100 DM,1 - 4 years,4,Male : Single,None,4,Real estate,25,None,Own,2,Unskilled - resident,1,No,Yes,0
0 - 200 DM,60,Existing paid,Car (new),14027,< 100 DM,4 - 7 years,4,Male : Single,None,2,Unknown / No property,27,None,Own,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,30,Critical account,Car (used),7596,Unknown / No savings,>= 7 years,1,Male : Single,None,4,Car or other,63,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,30,Critical account,Radio/TV,3077,Unknown / No savings,>= 7 years,3,Male : Single,None,2,Car or other,40,None,Own,2,Skilled employee,2,Yes,Yes,0
No checking account,18,Existing paid,Radio/TV,1505,< 100 DM,1 - 4 years,4,Male : Single,None,2,Unknown / No property,32,None,Free,1,Management / Highly qualified,1,Yes,Yes,0
>= 200 DM,24,Critical account,Radio/TV,3148,Unknown / No savings,1 - 4 years,3,Male : Single,None,2,Car or other,31,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,20,No credits / All paid,Car (used),6148,100 - 500 DM,>= 7 years,3,Male : Married/Widowed,None,4,Car or other,31,Bank,Own,2,Skilled employee,1,Yes,Yes,0
>= 200 DM,9,No credits / All paid,Radio/TV,1337,< 100 DM,< 1 year,4,Male : Single,None,2,Car or other,34,None,Own,2,Management / Highly qualified,1,Yes,Yes,1
0 - 200 DM,6,All paid this bank,Education,433,>= 1000 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,24,Bank,Rent,1,Skilled employee,2,No,Yes,1
< 0 DM,12,Existing paid,Car (new),1228,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Real estate,24,None,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,9,Existing paid,Radio/TV,790,500 - 1000 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,3,Real estate,66,None,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,27,Existing paid,Car (new),2570,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,3,Real estate,21,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,6,Critical account,Car (new),250,>= 1000 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,2,Real estate,41,Bank,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,15,Critical account,Radio/TV,1316,500 - 1000 DM,1 - 4 years,2,Male : Married/Widowed,None,2,Building society savings / Life insurance,47,None,Own,2,Unskilled - resident,1,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,1882,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,25,Bank,Rent,2,Skilled employee,1,No,Yes,1
0 - 200 DM,48,All paid this bank,Business,6416,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,3,Unknown / No property,59,None,Rent,1,Skilled employee,1,No,Yes,1
>= 200 DM,24,Critical account,Business,1275,>= 1000 DM,1 - 4 years,2,Male : Divorced/Separated,None,4,Real estate,36,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,24,Delay in past,Radio/TV,6403,< 100 DM,< 1 year,1,Male : Single,None,2,Car or other,33,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,24,Existing paid,Radio/TV,1987,< 100 DM,1 - 4 years,2,Male : Single,None,4,Real estate,21,None,Rent,1,Unskilled - resident,2,No,Yes,1
0 - 200 DM,8,Existing paid,Radio/TV,760,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,Guarantor,2,Real estate,44,None,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,24,Existing paid,Car (used),2603,>= 1000 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,4,Car or other,28,None,Rent,1,Skilled employee,1,Yes,Yes,0
No checking account,4,Critical account,Car (new),3380,< 100 DM,4 - 7 years,1,Female : Divorced/Separated/Married,None,1,Real estate,37,None,Own,1,Skilled employee,2,No,Yes,0
0 - 200 DM,36,All paid this bank,Domestic appliances,3990,Unknown / No savings,< 1 year,3,Female : Divorced/Separated/Married,None,2,Unknown / No property,29,Bank,Own,1,Unemployed / Unskilled - non-resident,1,No,Yes,0
0 - 200 DM,24,Existing paid,Car (used),11560,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,4,Car or other,23,None,Rent,2,Management / Highly qualified,1,No,Yes,1
< 0 DM,18,Existing paid,Car (new),4380,100 - 500 DM,1 - 4 years,3,Male : Single,None,4,Car or other,35,None,Own,1,Unskilled - resident,2,Yes,Yes,0
No checking account,6,Critical account,Car (new),6761,< 100 DM,4 - 7 years,1,Male : Single,None,3,Unknown / No property,45,None,Own,2,Management / Highly qualified,2,Yes,Yes,0
0 - 200 DM,30,No credits / All paid,Business,4280,100 - 500 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,26,None,Rent,2,Unskilled - resident,1,No,Yes,1
< 0 DM,24,All paid this bank,Car (new),2325,100 - 500 DM,4 - 7 years,2,Male : Single,None,3,Car or other,32,Bank,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,10,All paid this bank,Radio/TV,1048,< 100 DM,1 - 4 years,4,Male : Single,None,4,Real estate,23,Stores,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,21,Existing paid,Radio/TV,3160,Unknown / No savings,>= 7 years,4,Male : Single,None,3,Building society savings / Life insurance,41,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,24,All paid this bank,Furniture/Equipment,2483,500 - 1000 DM,1 - 4 years,4,Male : Single,None,4,Real estate,22,Stores,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,39,Critical account,Furniture/Equipment,14179,Unknown / No savings,4 - 7 years,4,Male : Single,None,4,Building society savings / Life insurance,30,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,13,Critical account,Business,1797,< 100 DM,< 1 year,3,Male : Single,None,1,Building society savings / Life insurance,28,Bank,Own,2,Unskilled - resident,1,No,Yes,0
< 0 DM,15,Existing paid,Car (new),2511,< 100 DM,Unemployed,1,Female : Divorced/Separated/Married,None,4,Car or other,23,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Existing paid,Car (new),1274,< 100 DM,< 1 year,3,Female : Divorced/Separated/Married,None,1,Real estate,37,None,Own,1,Unskilled - resident,1,No,Yes,1
No checking account,21,Existing paid,Car (used),5248,Unknown / No savings,1 - 4 years,1,Male : Single,None,3,Car or other,26,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,15,Existing paid,Car (used),3029,< 100 DM,4 - 7 years,2,Male : Single,None,2,Car or other,33,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,6,Existing paid,Furniture/Equipment,428,< 100 DM,>= 7 years,2,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,49,Bank,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,18,Existing paid,Car (new),976,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,2,Car or other,23,None,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,12,Existing paid,Business,841,100 - 500 DM,4 - 7 years,2,Female : Divorced/Separated/Married,None,4,Real estate,23,None,Rent,1,Unskilled - resident,1,No,Yes,0
No checking account,30,Critical account,Radio/TV,5771,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,2,Car or other,25,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,12,Delay in past,Repairs,1555,>= 1000 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,55,None,Free,2,Skilled employee,2,No,Yes,1
< 0 DM,24,Existing paid,Car (new),1285,Unknown / No savings,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Unknown / No property,32,None,Rent,1,Skilled employee,1,No,Yes,1
>= 200 DM,6,Critical account,Car (new),1299,< 100 DM,1 - 4 years,1,Male : Single,None,1,Real estate,74,None,Own,3,Unemployed / Unskilled - non-resident,2,No,No,0
>= 200 DM,15,Critical account,Radio/TV,1271,Unknown / No savings,1 - 4 years,3,Male : Single,None,4,Unknown / No property,39,None,Free,2,Skilled employee,1,Yes,Yes,1
No checking account,24,Existing paid,Car (new),1393,< 100 DM,1 - 4 years,2,Male : Single,Guarantor,2,Real estate,31,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,12,Critical account,Car (new),691,< 100 DM,>= 7 years,4,Male : Single,None,3,Building society savings / Life insurance,35,None,Own,2,Skilled employee,1,No,Yes,1
No checking account,15,Critical account,Car (new),5045,Unknown / No savings,>= 7 years,1,Female : Divorced/Separated/Married,None,4,Car or other,59,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,18,Critical account,Furniture/Equipment,2124,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Real estate,24,None,Rent,2,Skilled employee,1,No,Yes,1
< 0 DM,12,Existing paid,Radio/TV,2214,< 100 DM,1 - 4 years,4,Male : Single,None,3,Building society savings / Life insurance,24,None,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,21,Critical account,Car (new),12680,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Unknown / No property,30,None,Free,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,24,Critical account,Car (new),2463,100 - 500 DM,4 - 7 years,4,Male : Married/Widowed,None,3,Building society savings / Life insurance,27,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,12,Existing paid,Radio/TV,1155,< 100 DM,>= 7 years,3,Male : Married/Widowed,Guarantor,3,Real estate,40,Bank,Own,2,Unskilled - resident,1,No,Yes,0
< 0 DM,30,Existing paid,Furniture/Equipment,3108,< 100 DM,< 1 year,2,Male : Divorced/Separated,None,4,Building society savings / Life insurance,31,None,Own,1,Unskilled - resident,1,No,Yes,1
